<NUMBER OF ZONES> 1117
<NUMBER OF NODES> 7466
<FIRST THRU NODE> 1118
<NUMBER OF LINKS> 18710
<END OF METADATA>

~	Tail	Head	Capacity	Length	FFT	B	Power	Speed	Toll	Type	;
	5426	5434	350	3960	1.124999438	0.15	4	40.00002	0	1	;
	5434	5426	350	3960	1.124999438	0.15	4	40.00002	0	1	;
	5435	7194	350	10190.4	2.894998553	0.15	4	40.00002	0	1	;
	7194	5435	350	10190.4	2.894998553	0.15	4	40.00002	0	1	;
	4615	5437	350	6652.8	1.889999055	0.15	4	40.00002	0	1	;
	5437	4615	350	6652.8	1.889999055	0.15	4	40.00002	0	1	;
	5432	5431	350	3115.2	0.884999558	0.15	4	40.00002	0	1	;
	5431	5432	350	3115.2	0.884999558	0.15	4	40.00002	0	1	;
	1220	6730	350	3537.6	1.004999498	0.15	4	40.00002	0	1	;
	6730	1220	350	3537.6	1.004999498	0.15	4	40.00002	0	1	;
	5444	5445	350	3009.6	0.854999573	0.15	4	40.00002	0	1	;
	5445	5444	350	3009.6	0.854999573	0.15	4	40.00002	0	1	;
	5443	5444	350	3643.2	1.034999483	0.15	4	40.00002	0	1	;
	5444	5443	350	3643.2	1.034999483	0.15	4	40.00002	0	1	;
	5442	4892	350	1848	0.524999738	0.15	4	40.00002	0	1	;
	4892	5442	350	1848	0.524999738	0.15	4	40.00002	0	1	;
	5447	6828	350	6494.4	1.844999078	0.15	4	40.00002	0	1	;
	6828	5447	350	6494.4	1.844999078	0.15	4	40.00002	0	1	;
	5454	5440	350	5860.8	1.664999168	0.15	4	40.00002	0	1	;
	5440	5454	350	5860.8	1.664999168	0.15	4	40.00002	0	1	;
	4906	5433	350	5913.6	1.67999916	0.15	4	40.00002	0	1	;
	5433	4906	350	5913.6	1.67999916	0.15	4	40.00002	0	1	;
	4613	5931	350	3062.4	0.869999565	0.15	4	40.00002	0	1	;
	5931	4613	350	3062.4	0.869999565	0.15	4	40.00002	0	1	;
	5429	7198	350	5649.6	1.604999198	0.15	4	40.00002	0	1	;
	7198	5429	350	5649.6	1.604999198	0.15	4	40.00002	0	1	;
	5460	5459	350	5860.8	1.664999168	0.15	4	40.00002	0	1	;
	5459	5460	350	5860.8	1.664999168	0.15	4	40.00002	0	1	;
	5427	5429	350	4012.8	1.13999943	0.15	4	40.00002	0	1	;
	5429	5427	350	4012.8	1.13999943	0.15	4	40.00002	0	1	;
	5431	6729	350	2006.4	0.569999715	0.15	4	40.00002	0	1	;
	6729	5431	350	2006.4	0.569999715	0.15	4	40.00002	0	1	;
	5462	5458	350	4224	1.1999994	0.15	4	40.00002	0	1	;
	5458	5462	350	4224	1.1999994	0.15	4	40.00002	0	1	;
	5458	5463	350	1320	0.374999813	0.15	4	40.00002	0	1	;
	5463	5458	350	1320	0.374999813	0.15	4	40.00002	0	1	;
	5459	7257	350	1584	0.449999775	0.15	4	40.00002	0	1	;
	7257	5459	350	1584	0.449999775	0.15	4	40.00002	0	1	;
	1218	5460	350	4435.2	1.25999937	0.15	4	40.00002	0	1	;
	5460	1218	350	4435.2	1.25999937	0.15	4	40.00002	0	1	;
	1218	1191	350	5808	1.649999175	0.15	4	40.00002	0	1	;
	1191	1218	350	5808	1.649999175	0.15	4	40.00002	0	1	;
	5467	7197	350	4593.6	1.304999348	0.15	4	40.00002	0	1	;
	7197	5467	350	4593.6	1.304999348	0.15	4	40.00002	0	1	;
	5434	5432	350	2956.8	0.83999958	0.15	4	40.00002	0	1	;
	5432	5434	350	2956.8	0.83999958	0.15	4	40.00002	0	1	;
	5437	5436	350	3009.6	0.854999573	0.15	4	40.00002	0	1	;
	5436	5437	350	3009.6	0.854999573	0.15	4	40.00002	0	1	;
	5464	1220	350	1795.2	0.509999745	0.15	4	40.00002	0	1	;
	1220	5464	350	1795.2	0.509999745	0.15	4	40.00002	0	1	;
	5467	4601	350	9662.4	2.744998628	0.15	4	40.00002	0	1	;
	4601	5467	350	9662.4	2.744998628	0.15	4	40.00002	0	1	;
	5470	6728	350	6124.8	1.73999913	0.15	4	40.00002	0	1	;
	6728	5470	350	6124.8	1.73999913	0.15	4	40.00002	0	1	;
	5471	6727	350	5385.6	1.529999235	0.15	4	40.00002	0	1	;
	6727	5471	350	5385.6	1.529999235	0.15	4	40.00002	0	1	;
	5482	5479	350	5860.8	1.664999168	0.15	4	40.00002	0	1	;
	5479	5482	350	5860.8	1.664999168	0.15	4	40.00002	0	1	;
	5483	5484	350	10560	2.9999985	0.15	4	40.00002	0	1	;
	5484	5483	350	10560	2.9999985	0.15	4	40.00002	0	1	;
	4586	4603	350	7128	2.024998988	0.15	4	40.00002	0	1	;
	4603	4586	350	7128	2.024998988	0.15	4	40.00002	0	1	;
	5499	5470	350	16420.8	4.664997668	0.15	4	40.00002	0	1	;
	5470	5499	350	16420.8	4.664997668	0.15	4	40.00002	0	1	;
	5484	5503	350	9979.2	2.834998583	0.15	4	40.00002	0	1	;
	5503	5484	350	9979.2	2.834998583	0.15	4	40.00002	0	1	;
	4583	5506	350	5649.6	1.604999198	0.15	4	40.00002	0	1	;
	5506	4583	350	5649.6	1.604999198	0.15	4	40.00002	0	1	;
	4588	5468	350	3801.6	1.07999946	0.15	4	40.00002	0	1	;
	5468	4588	350	3801.6	1.07999946	0.15	4	40.00002	0	1	;
	5502	5499	350	8923.2	2.534998733	0.15	4	40.00002	0	1	;
	5499	5502	350	8923.2	2.534998733	0.15	4	40.00002	0	1	;
	5503	5500	350	1584	0.449999775	0.15	4	40.00002	0	1	;
	5500	5503	350	1584	0.449999775	0.15	4	40.00002	0	1	;
	5485	7222	350	4646.4	1.31999934	0.15	4	40.00002	0	1	;
	7222	5485	350	4646.4	1.31999934	0.15	4	40.00002	0	1	;
	5470	5485	350	4171.2	1.184999408	0.15	4	40.00002	0	1	;
	5485	5470	350	4171.2	1.184999408	0.15	4	40.00002	0	1	;
	5529	5530	350	11088	3.149998425	0.15	4	40.00002	0	1	;
	5530	5529	350	11088	3.149998425	0.15	4	40.00002	0	1	;
	5531	5528	350	12355.2	3.509998245	0.15	4	40.00002	0	1	;
	5528	5531	350	12355.2	3.509998245	0.15	4	40.00002	0	1	;
	5531	7057	350	2692.8	0.764999618	0.15	4	40.00002	0	1	;
	7057	5531	350	2692.8	0.764999618	0.15	4	40.00002	0	1	;
	5532	1076	350	8659.2	2.45999877	0.15	4	40.00002	0	1	;
	1076	5532	350	8659.2	2.45999877	0.15	4	40.00002	0	1	;
	5469	5529	350	9345.6	2.654998673	0.15	4	40.00002	0	1	;
	5529	5469	350	9345.6	2.654998673	0.15	4	40.00002	0	1	;
	4589	5469	350	6705.6	1.904999048	0.15	4	40.00002	0	1	;
	5469	4589	350	6705.6	1.904999048	0.15	4	40.00002	0	1	;
	4591	5531	350	316.8	0.089999955	0.15	4	40.00002	0	1	;
	5531	4591	350	316.8	0.089999955	0.15	4	40.00002	0	1	;
	5530	5471	350	13358.4	3.794998103	0.15	4	40.00002	0	1	;
	5471	5530	350	13358.4	3.794998103	0.15	4	40.00002	0	1	;
	5533	5530	350	2904	0.824999588	0.15	4	40.00002	0	1	;
	5530	5533	350	2904	0.824999588	0.15	4	40.00002	0	1	;
	5528	5533	350	1320	0.374999813	0.15	4	40.00002	0	1	;
	5533	5528	350	1320	0.374999813	0.15	4	40.00002	0	1	;
	5536	5537	350	4699.2	1.334999333	0.15	4	40.00002	0	1	;
	5537	5536	350	4699.2	1.334999333	0.15	4	40.00002	0	1	;
	5538	5539	350	4435.2	1.25999937	0.15	4	40.00002	0	1	;
	5539	5538	350	4435.2	1.25999937	0.15	4	40.00002	0	1	;
	5540	5541	350	7708.8	2.189998905	0.15	4	40.00002	0	1	;
	5541	5540	350	7708.8	2.189998905	0.15	4	40.00002	0	1	;
	5537	5540	350	4646.4	1.31999934	0.15	4	40.00002	0	1	;
	5540	5537	350	4646.4	1.31999934	0.15	4	40.00002	0	1	;
	5548	1200	350	7550.4	2.144998928	0.15	4	40.00002	0	1	;
	1200	5548	350	7550.4	2.144998928	0.15	4	40.00002	0	1	;
	5549	5550	350	3484.8	0.989999505	0.15	4	40.00002	0	1	;
	5550	5549	350	3484.8	0.989999505	0.15	4	40.00002	0	1	;
	5539	5540	350	9556.8	2.714998643	0.15	4	40.00002	0	1	;
	5540	5539	350	9556.8	2.714998643	0.15	4	40.00002	0	1	;
	5553	5554	350	5068.8	1.43999928	0.15	4	40.00002	0	1	;
	5554	5553	350	5068.8	1.43999928	0.15	4	40.00002	0	1	;
	1202	1198	350	6441.6	1.829999085	0.15	4	40.00002	0	1	;
	1198	1202	350	6441.6	1.829999085	0.15	4	40.00002	0	1	;
	5556	5557	350	1689.6	0.47999976	0.15	4	40.00002	0	1	;
	5557	5556	350	1689.6	0.47999976	0.15	4	40.00002	0	1	;
	5545	5536	350	3432	0.974999513	0.15	4	40.00002	0	1	;
	5536	5545	350	3432	0.974999513	0.15	4	40.00002	0	1	;
	5558	4599	350	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	4599	5558	350	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	5555	7151	350	1056	0.29999985	0.15	4	40.00002	0	1	;
	7151	5555	350	1056	0.29999985	0.15	4	40.00002	0	1	;
	5550	5538	350	5438.4	1.544999228	0.15	4	40.00002	0	1	;
	5538	5550	350	5438.4	1.544999228	0.15	4	40.00002	0	1	;
	5557	5545	350	7286.4	2.069998965	0.15	4	40.00002	0	1	;
	5545	5557	350	7286.4	2.069998965	0.15	4	40.00002	0	1	;
	5538	7200	350	4224	1.1999994	0.15	4	40.00002	0	1	;
	7200	5538	350	4224	1.1999994	0.15	4	40.00002	0	1	;
	5559	5545	350	7075.2	2.009998995	0.15	4	40.00002	0	1	;
	5545	5559	350	7075.2	2.009998995	0.15	4	40.00002	0	1	;
	5556	5482	350	4857.6	1.37999931	0.15	4	40.00002	0	1	;
	5482	5556	350	4857.6	1.37999931	0.15	4	40.00002	0	1	;
	5559	5560	350	844.8	0.23999988	0.15	4	40.00002	0	1	;
	5560	5559	350	844.8	0.23999988	0.15	4	40.00002	0	1	;
	5561	5555	350	6494.4	1.844999078	0.15	4	40.00002	0	1	;
	5555	5561	350	6494.4	1.844999078	0.15	4	40.00002	0	1	;
	4614	7201	350	3009.6	0.854999573	0.15	4	40.00002	0	1	;
	7201	4614	350	3009.6	0.854999573	0.15	4	40.00002	0	1	;
	4614	5550	350	6124.8	1.73999913	0.15	4	40.00002	0	1	;
	5550	4614	350	6124.8	1.73999913	0.15	4	40.00002	0	1	;
	5558	5561	350	2059.2	0.584999708	0.15	4	40.00002	0	1	;
	5561	5558	350	2059.2	0.584999708	0.15	4	40.00002	0	1	;
	5552	5548	350	4646.4	1.31999934	0.15	4	40.00002	0	1	;
	5548	5552	350	4646.4	1.31999934	0.15	4	40.00002	0	1	;
	5494	5493	350	5385.6	1.529999235	0.15	4	40.00002	0	1	;
	5493	5494	350	5385.6	1.529999235	0.15	4	40.00002	0	1	;
	5537	7127	350	8448	2.3999988	0.15	4	40.00002	0	1	;
	7127	5537	350	8448	2.3999988	0.15	4	40.00002	0	1	;
	5548	7126	350	3484.8	0.989999505	0.15	4	40.00002	0	1	;
	7126	5548	350	3484.8	0.989999505	0.15	4	40.00002	0	1	;
	5571	5549	350	6283.2	1.784999108	0.15	4	40.00002	0	1	;
	5549	5571	350	6283.2	1.784999108	0.15	4	40.00002	0	1	;
	5554	1224	350	9134.4	2.594998703	0.15	4	40.00002	0	1	;
	1224	5554	350	9134.4	2.594998703	0.15	4	40.00002	0	1	;
	5572	5571	350	7656	2.174998913	0.15	4	40.00002	0	1	;
	5571	5572	350	7656	2.174998913	0.15	4	40.00002	0	1	;
	1224	7149	350	2692.8	0.764999618	0.15	4	40.00002	0	1	;
	7149	1224	350	2692.8	0.764999618	0.15	4	40.00002	0	1	;
	5571	5573	350	5544	1.574999213	0.15	4	40.00002	0	1	;
	5573	5571	350	5544	1.574999213	0.15	4	40.00002	0	1	;
	5573	5539	350	2587.2	0.734999633	0.15	4	40.00002	0	1	;
	5539	5573	350	2587.2	0.734999633	0.15	4	40.00002	0	1	;
	4600	4602	350	3643.2	1.034999483	0.15	4	40.00002	0	1	;
	4602	4600	350	3643.2	1.034999483	0.15	4	40.00002	0	1	;
	5572	5574	350	5649.6	1.604999198	0.15	4	40.00002	0	1	;
	5574	5572	350	5649.6	1.604999198	0.15	4	40.00002	0	1	;
	5574	4600	350	2798.4	0.794999603	0.15	4	40.00002	0	1	;
	4600	5574	350	2798.4	0.794999603	0.15	4	40.00002	0	1	;
	4602	1195	350	3801.6	1.07999946	0.15	4	40.00002	0	1	;
	1195	4602	350	3801.6	1.07999946	0.15	4	40.00002	0	1	;
	5541	5575	350	5860.8	1.664999168	0.15	4	40.00002	0	1	;
	5575	5541	350	5860.8	1.664999168	0.15	4	40.00002	0	1	;
	5575	5553	350	2323.2	0.65999967	0.15	4	40.00002	0	1	;
	5553	5575	350	2323.2	0.65999967	0.15	4	40.00002	0	1	;
	1225	7130	350	4012.8	1.13999943	0.15	4	40.00002	0	1	;
	7130	1225	350	4012.8	1.13999943	0.15	4	40.00002	0	1	;
	5575	5576	350	1848	0.524999738	0.15	4	40.00002	0	1	;
	5576	5575	350	1848	0.524999738	0.15	4	40.00002	0	1	;
	5576	1202	350	8236.8	2.33999883	0.15	4	40.00002	0	1	;
	1202	5576	350	8236.8	2.33999883	0.15	4	40.00002	0	1	;
	5577	5578	350	6864	1.949999025	0.15	4	40.00002	0	1	;
	5578	5577	350	6864	1.949999025	0.15	4	40.00002	0	1	;
	5472	7118	350	3960	1.124999438	0.15	4	40.00002	0	1	;
	7118	5472	350	3960	1.124999438	0.15	4	40.00002	0	1	;
	5590	5577	350	3379.2	0.95999952	0.15	4	40.00002	0	1	;
	5577	5590	350	3379.2	0.95999952	0.15	4	40.00002	0	1	;
	5589	5590	350	686.4	0.194999903	0.15	4	40.00002	0	1	;
	5590	5589	350	686.4	0.194999903	0.15	4	40.00002	0	1	;
	5593	5591	350	844.8	0.23999988	0.15	4	40.00002	0	1	;
	5591	5593	350	844.8	0.23999988	0.15	4	40.00002	0	1	;
	5590	5593	350	528	0.149999925	0.15	4	40.00002	0	1	;
	5593	5590	350	528	0.149999925	0.15	4	40.00002	0	1	;
	5578	7121	350	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	7121	5578	350	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	5597	6493	350	5016	1.424999288	0.15	4	40.00002	0	1	;
	6493	5597	350	5016	1.424999288	0.15	4	40.00002	0	1	;
	5598	5599	350	7339.2	2.084998958	0.15	4	40.00002	0	1	;
	5599	5598	350	7339.2	2.084998958	0.15	4	40.00002	0	1	;
	5600	7310	350	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	7310	5600	350	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	1204	5600	350	1584	0.449999775	0.15	4	40.00002	0	1	;
	5600	1204	350	1584	0.449999775	0.15	4	40.00002	0	1	;
	1145	6467	350	6124.8	1.73999913	0.15	4	40.00002	0	1	;
	6467	1145	350	6124.8	1.73999913	0.15	4	40.00002	0	1	;
	5602	5603	350	8500.8	2.414998793	0.15	4	40.00002	0	1	;
	5603	5602	350	8500.8	2.414998793	0.15	4	40.00002	0	1	;
	5605	6480	350	6124.8	1.73999913	0.15	4	40.00002	0	1	;
	6480	5605	350	6124.8	1.73999913	0.15	4	40.00002	0	1	;
	5608	6492	350	8078.4	2.294998853	0.15	4	40.00002	0	1	;
	6492	5608	350	8078.4	2.294998853	0.15	4	40.00002	0	1	;
	5603	5609	350	5860.8	1.664999168	0.15	4	40.00002	0	1	;
	5609	5603	350	5860.8	1.664999168	0.15	4	40.00002	0	1	;
	5606	6486	350	211.2	0.05999997	0.15	4	40.00002	0	1	;
	6486	5606	350	211.2	0.05999997	0.15	4	40.00002	0	1	;
	5610	5611	350	5808	1.649999175	0.15	4	40.00002	0	1	;
	5611	5610	350	5808	1.649999175	0.15	4	40.00002	0	1	;
	5612	5613	350	2640	0.749999625	0.15	4	40.00002	0	1	;
	5613	5612	350	2640	0.749999625	0.15	4	40.00002	0	1	;
	5614	7325	350	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	7325	5614	350	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	5616	5617	350	4329.6	1.229999385	0.15	4	40.00002	0	1	;
	5617	5616	350	4329.6	1.229999385	0.15	4	40.00002	0	1	;
	5615	5610	350	4171.2	1.184999408	0.15	4	40.00002	0	1	;
	5610	5615	350	4171.2	1.184999408	0.15	4	40.00002	0	1	;
	1143	5615	350	4171.2	1.184999408	0.15	4	40.00002	0	1	;
	5615	1143	350	4171.2	1.184999408	0.15	4	40.00002	0	1	;
	5610	5612	350	2798.4	0.794999603	0.15	4	40.00002	0	1	;
	5612	5610	350	2798.4	0.794999603	0.15	4	40.00002	0	1	;
	5618	7309	350	2481.6	0.704999648	0.15	4	40.00002	0	1	;
	7309	5618	350	2481.6	0.704999648	0.15	4	40.00002	0	1	;
	5618	5616	350	3854.4	1.094999453	0.15	4	40.00002	0	1	;
	5616	5618	350	3854.4	1.094999453	0.15	4	40.00002	0	1	;
	5618	6704	350	1953.6	0.554999723	0.15	4	40.00002	0	1	;
	6704	5618	350	1953.6	0.554999723	0.15	4	40.00002	0	1	;
	5611	5596	350	4435.2	1.25999937	0.15	4	40.00002	0	1	;
	5596	5611	350	4435.2	1.25999937	0.15	4	40.00002	0	1	;
	5596	5609	350	6547.2	1.85999907	0.15	4	40.00002	0	1	;
	5609	5596	350	6547.2	1.85999907	0.15	4	40.00002	0	1	;
	5602	5605	350	5860.8	1.664999168	0.15	4	40.00002	0	1	;
	5605	5602	350	5860.8	1.664999168	0.15	4	40.00002	0	1	;
	5613	7454	350	4171.2	1.184999408	0.15	4	40.00002	0	1	;
	7454	5613	350	4171.2	1.184999408	0.15	4	40.00002	0	1	;
	5602	5617	350	3643.2	1.034999483	0.15	4	40.00002	0	1	;
	5617	5602	350	3643.2	1.034999483	0.15	4	40.00002	0	1	;
	5620	5608	350	7075.2	2.009998995	0.15	4	40.00002	0	1	;
	5608	5620	350	7075.2	2.009998995	0.15	4	40.00002	0	1	;
	5621	5622	350	5544	1.574999213	0.15	4	40.00002	0	1	;
	5622	5621	350	5544	1.574999213	0.15	4	40.00002	0	1	;
	1209	1148	350	5016	1.424999288	0.15	4	40.00002	0	1	;
	1148	1209	350	5016	1.424999288	0.15	4	40.00002	0	1	;
	5622	1209	350	5174.4	1.469999265	0.15	4	40.00002	0	1	;
	1209	5622	350	5174.4	1.469999265	0.15	4	40.00002	0	1	;
	5619	6473	350	158.4	0.044999978	0.15	4	40.00002	0	1	;
	6473	5619	350	158.4	0.044999978	0.15	4	40.00002	0	1	;
	5621	7326	350	4171.2	1.184999408	0.15	4	40.00002	0	1	;
	7326	5621	350	4171.2	1.184999408	0.15	4	40.00002	0	1	;
	1208	5621	350	3220.8	0.914999543	0.15	4	40.00002	0	1	;
	5621	1208	350	3220.8	0.914999543	0.15	4	40.00002	0	1	;
	5603	5623	350	4171.2	1.184999408	0.15	4	40.00002	0	1	;
	5623	5603	350	4171.2	1.184999408	0.15	4	40.00002	0	1	;
	5604	5623	350	2851.2	0.809999595	0.15	4	40.00002	0	1	;
	5623	5604	350	2851.2	0.809999595	0.15	4	40.00002	0	1	;
	1086	5623	350	4065.6	1.154999423	0.15	4	40.00002	0	1	;
	5623	1086	350	4065.6	1.154999423	0.15	4	40.00002	0	1	;
	5597	5607	350	6758.4	1.91999904	0.15	4	40.00002	0	1	;
	5607	5597	350	6758.4	1.91999904	0.15	4	40.00002	0	1	;
	5597	6485	350	3960	1.124999438	0.15	4	40.00002	0	1	;
	6485	5597	350	3960	1.124999438	0.15	4	40.00002	0	1	;
	1087	5597	350	2692.8	0.764999618	0.15	4	40.00002	0	1	;
	5597	1087	350	2692.8	0.764999618	0.15	4	40.00002	0	1	;
	5628	5629	350	6758.4	1.91999904	0.15	4	40.00002	0	1	;
	5629	5628	350	6758.4	1.91999904	0.15	4	40.00002	0	1	;
	5630	7169	350	11299.2	3.209998395	0.15	4	40.00002	0	1	;
	7169	5630	350	11299.2	3.209998395	0.15	4	40.00002	0	1	;
	5634	7154	350	3220.8	0.914999543	0.15	4	40.00002	0	1	;
	7154	5634	350	3220.8	0.914999543	0.15	4	40.00002	0	1	;
	1222	1221	350	7972.8	2.264998868	0.15	4	40.00002	0	1	;
	1221	1222	350	7972.8	2.264998868	0.15	4	40.00002	0	1	;
	5627	5636	350	8553.6	2.429998785	0.15	4	40.00002	0	1	;
	5636	5627	350	8553.6	2.429998785	0.15	4	40.00002	0	1	;
	5626	5638	350	9715.2	2.75999862	0.15	4	40.00002	0	1	;
	5638	5626	350	9715.2	2.75999862	0.15	4	40.00002	0	1	;
	1079	5634	350	9398.4	2.669998665	0.15	4	40.00002	0	1	;
	5634	1079	350	9398.4	2.669998665	0.15	4	40.00002	0	1	;
	5639	5640	350	3537.6	1.004999498	0.15	4	40.00002	0	1	;
	5640	5639	350	3537.6	1.004999498	0.15	4	40.00002	0	1	;
	5647	5648	350	8659.2	2.45999877	0.15	4	40.00002	0	1	;
	5648	5647	350	8659.2	2.45999877	0.15	4	40.00002	0	1	;
	5650	5645	350	4435.2	1.25999937	0.15	4	40.00002	0	1	;
	5645	5650	350	4435.2	1.25999937	0.15	4	40.00002	0	1	;
	5654	5653	350	1056	0.29999985	0.15	4	40.00002	0	1	;
	5653	5654	350	1056	0.29999985	0.15	4	40.00002	0	1	;
	5661	5662	350	8236.8	2.33999883	0.15	4	40.00002	0	1	;
	5662	5661	350	8236.8	2.33999883	0.15	4	40.00002	0	1	;
	5663	5664	350	3907.2	1.109999445	0.15	4	40.00002	0	1	;
	5664	5663	350	3907.2	1.109999445	0.15	4	40.00002	0	1	;
	5667	5668	350	9187.2	2.609998695	0.15	4	40.00002	0	1	;
	5668	5667	350	9187.2	2.609998695	0.15	4	40.00002	0	1	;
	5636	7160	350	2270.4	0.644999678	0.15	4	40.00002	0	1	;
	7160	5636	350	2270.4	0.644999678	0.15	4	40.00002	0	1	;
	5672	7161	350	4699.2	1.334999333	0.15	4	40.00002	0	1	;
	7161	5672	350	4699.2	1.334999333	0.15	4	40.00002	0	1	;
	5674	5670	350	15945.6	4.529997735	0.15	4	40.00002	0	1	;
	5670	5674	350	15945.6	4.529997735	0.15	4	40.00002	0	1	;
	5630	5675	350	7497.6	2.129998935	0.15	4	40.00002	0	1	;
	5675	5630	350	7497.6	2.129998935	0.15	4	40.00002	0	1	;
	1211	5676	350	5332.8	1.514999243	0.15	4	40.00002	0	1	;
	5676	1211	350	5332.8	1.514999243	0.15	4	40.00002	0	1	;
	5677	5679	350	3432	0.974999513	0.15	4	40.00002	0	1	;
	5679	5677	350	3432	0.974999513	0.15	4	40.00002	0	1	;
	5649	5642	350	3273.6	0.929999535	0.15	4	40.00002	0	1	;
	5642	5649	350	3273.6	0.929999535	0.15	4	40.00002	0	1	;
	5681	7191	350	4540.8	1.289999355	0.15	4	40.00002	0	1	;
	7191	5681	350	4540.8	1.289999355	0.15	4	40.00002	0	1	;
	1215	5686	350	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	5686	1215	350	3590.4	1.01999949	0.15	4	40.00002	0	1	;
	5687	5684	350	3379.2	0.95999952	0.15	4	40.00002	0	1	;
	5684	5687	350	3379.2	0.95999952	0.15	4	40.00002	0	1	;
	5686	5687	350	1848	0.524999738	0.15	4	40.00002	0	1	;
	5687	5686	350	1848	0.524999738	0.15	4	40.00002	0	1	;
	5683	1211	350	5227.2	1.484999258	0.15	4	40.00002	0	1	;
	1211	5683	350	5227.2	1.484999258	0.15	4	40.00002	0	1	;
	5685	5683	350	6758.4	1.91999904	0.15	4	40.00002	0	1	;
	5683	5685	350	6758.4	1.91999904	0.15	4	40.00002	0	1	;
	1217	5689	350	4646.4	1.31999934	0.15	4	40.00002	0	1	;
	5689	1217	350	4646.4	1.31999934	0.15	4	40.00002	0	1	;
	1217	5690	350	10876.8	3.089998455	0.15	4	40.00002	0	1	;
	5690	1217	350	10876.8	3.089998455	0.15	4	40.00002	0	1	;
	5690	5691	350	4804.8	1.364999318	0.15	4	40.00002	0	1	;
	5691	5690	350	4804.8	1.364999318	0.15	4	40.00002	0	1	;
	1186	1188	350	7022.4	1.994999003	0.15	4	40.00002	0	1	;
	1188	1186	350	7022.4	1.994999003	0.15	4	40.00002	0	1	;
	1188	5639	350	8764.8	2.489998755	0.15	4	40.00002	0	1	;
	5639	1188	350	8764.8	2.489998755	0.15	4	40.00002	0	1	;
	5690	5639	350	3696	1.049999475	0.15	4	40.00002	0	1	;
	5639	5690	350	3696	1.049999475	0.15	4	40.00002	0	1	;
	5692	5677	350	6864	1.949999025	0.15	4	40.00002	0	1	;
	5677	5692	350	6864	1.949999025	0.15	4	40.00002	0	1	;
	5689	5692	350	1056	0.29999985	0.15	4	40.00002	0	1	;
	5692	5689	350	1056	0.29999985	0.15	4	40.00002	0	1	;
	5691	5649	350	10824	3.074998463	0.15	4	40.00002	0	1	;
	5649	5691	350	10824	3.074998463	0.15	4	40.00002	0	1	;
	5676	1210	350	9081.6	2.57999871	0.15	4	40.00002	0	1	;
	1210	5676	350	9081.6	2.57999871	0.15	4	40.00002	0	1	;
	5695	7192	350	7444.8	2.114998943	0.15	4	40.00002	0	1	;
	7192	5695	350	7444.8	2.114998943	0.15	4	40.00002	0	1	;
	5693	5695	350	4329.6	1.229999385	0.15	4	40.00002	0	1	;
	5695	5693	350	4329.6	1.229999385	0.15	4	40.00002	0	1	;
	5694	5681	350	3960	1.124999438	0.15	4	40.00002	0	1	;
	5681	5694	350	3960	1.124999438	0.15	4	40.00002	0	1	;
	5679	5694	350	3432	0.974999513	0.15	4	40.00002	0	1	;
	5694	5679	350	3432	0.974999513	0.15	4	40.00002	0	1	;
	5647	7193	350	3220.8	0.914999543	0.15	4	40.00002	0	1	;
	7193	5647	350	3220.8	0.914999543	0.15	4	40.00002	0	1	;
	5645	5693	350	11193.6	3.17999841	0.15	4	40.00002	0	1	;
	5693	5645	350	11193.6	3.17999841	0.15	4	40.00002	0	1	;
	1192	1219	350	3432	0.974999513	0.15	4	40.00002	0	1	;
	1219	1192	350	3432	0.974999513	0.15	4	40.00002	0	1	;
	5698	5699	350	7814.4	2.21999889	0.15	4	40.00002	0	1	;
	5699	5698	350	7814.4	2.21999889	0.15	4	40.00002	0	1	;
	5699	5702	350	9240	2.624998688	0.15	4	40.00002	0	1	;
	5702	5699	350	9240	2.624998688	0.15	4	40.00002	0	1	;
	5704	7236	350	1267.2	0.35999982	0.15	4	40.00002	0	1	;
	7236	5704	350	1267.2	0.35999982	0.15	4	40.00002	0	1	;
	5635	5624	350	6283.2	1.784999108	0.15	4	40.00002	0	1	;
	5624	5635	350	6283.2	1.784999108	0.15	4	40.00002	0	1	;
	5711	7204	350	5596.8	1.589999205	0.15	4	40.00002	0	1	;
	7204	5711	350	5596.8	1.589999205	0.15	4	40.00002	0	1	;
	1192	5698	350	5174.4	1.469999265	0.15	4	40.00002	0	1	;
	5698	1192	350	5174.4	1.469999265	0.15	4	40.00002	0	1	;
	5712	1192	350	5649.6	1.604999198	0.15	4	40.00002	0	1	;
	1192	5712	350	5649.6	1.604999198	0.15	4	40.00002	0	1	;
	5640	5711	350	4012.8	1.13999943	0.15	4	40.00002	0	1	;
	5711	5640	350	4012.8	1.13999943	0.15	4	40.00002	0	1	;
	1196	1194	350	6969.6	1.97999901	0.15	4	40.00002	0	1	;
	1194	1196	350	6969.6	1.97999901	0.15	4	40.00002	0	1	;
	5715	5714	350	6811.2	1.934999033	0.15	4	40.00002	0	1	;
